akãchara;greña, cabelo/pelo enmarañado;Substantivo;Normal;;
akãguapy;moderado;Adjetivo;Normal;;
akãguasu;cabezón;Adjetivo;Normal;;
akãguyry;vértigo;Substantivo;Normal;;
akãhatã;terco;Adjetivo;Normal;;
akãhatãngue;travesura;Substantivo;Normal;;
akãhoja;manto;Substantivo;Normal;;
akãjere;mareo;Substantivo;Normal;;
akãkangue;cráneo;Substantivo;Normal;;
akãkanguekue;calaveira;Substantivo;Normal;;
akãkarãi;peinar;Verbo;Normal;;
akãkuchu;tolo;Adjetivo;Normal;;
akãkyʼo;lavar a cabeça;Verbo;Normal;;
akãndu;chichón;Substantivo;Normal;;
akãngao;gorra;Substantivo;Normal;;
akãngatu;memória;Substantivo;Normal;;
akãngaʼu;marear;Verbo;Normal;;
akãngeta;calcular;Verbo;Normal;;
akãngua;mente;Substantivo;Normal;;
akãngue;cráneo;Substantivo;Normal;;
akãnundu;ter fiebre;Verbo;Normal;;
akãnunduroʼy;paludismo;Substantivo;Normal;;
akão;sombreiro;Substantivo;Normal;;
akãoʼatã;casco;Substantivo;Normal;;
akãperõ;rapado;Adjetivo;Normal;;
akãpete;coscorrón, golpe na cabeça;Substantivo;Normal;;
akãpichaʼĩ;crespo;Adjetivo;Normal;;
akãporã;intelectual;Adjetivo;Normal;;
akãpyta;sereno;Adjetivo;Normal;;
akãpytã;pelirrojo;Adjetivo;Normal;;
akãrague;cabelleira;Substantivo;Normal;;
akãraku;enamorarse;Verbo;Normal;;
akãrapuʼã;desarrollo;Substantivo;Normal;;
akãrasy;dolor de cabeça;Substantivo;Normal;;
akãrati;infidelidade;Substantivo;Normal;;
akãratĩ;infidelidade;Substantivo;Normal;;
akãravichãi;greña, cabelleira despeinada;Substantivo;Normal;;
akãreko;mentalidade;Substantivo;Normal;;
akãsã;cabestro;Substantivo;Normal;;
akãtarova;alocado;Adjetivo;Normal;;
akãtarova, akãtavy;mareo;Substantivo;Normal;;
akãtavy;caducar;Verbo;Normal;;
akãtĩ;canas, cabelo canoso;Substantivo;Normal;;
akãtĩparo;voltear;Verbo;Normal;;
akãvai;locura;Substantivo;Normal;;
akãvichãi;despeinado;Adjetivo;Normal;;
akãʼo;descabezar;Verbo;Normal;;
akãʼy;hidrocefalia;Substantivo;Normal;;
akói;como sempre;Adjetivo;Normal;;
akỹ;húmedo;Adjetivo;Normal;;
akỹmba;mojarse;Verbo;Normal;;
alko;alcohol;Substantivo;Normal;;
almasẽ;almacén;Substantivo;Normal;;
alóha;aguamiel;Substantivo;Normal;;
ama;chuva;Substantivo;Normal;;
ama guasu;diluvio, chuva torrencial;Substantivo;Normal;;
amaguasu;diluvio;Substantivo;Normal;;
amambái;helecho;Substantivo;Normal;;
amamoʼãha;paraguas;Substantivo;Normal;;
amandaivi;llovizna;Substantivo;Normal;;
amandaje;congreso;Substantivo;Normal;;
amandajerape;parlamentarismo;Substantivo;Normal;;
amandayvi;garúa, llovizna fina;Substantivo;Normal;;
amandy;lluvioso;Adjetivo;Normal;;
amandáu;granizo;Substantivo;Normal;;
amanguʼi rypyʼa;neve;Substantivo;Normal;;
amangy;aguacero;Substantivo;Normal;;
amasapyʼa;chaparrón;Substantivo;Normal;;
amavera;relámpago;Substantivo;Normal;;
amba’y;árvore de folhas medicinais (ambay);Substantivo;Normal;;
ambere;lagartija;Substantivo;Normal;;
ambopi;fleco;Substantivo;Normal;;
ambu;gemir;Verbo;Normal;;
ambue;mudarse;Verbo;Normal;;
ambuéicha;de outra maneira;Adjetivo;Normal;;
ambuéva;outro;Pronome;Normal;;
ambuʼa;retraído;Adjetivo;Normal;;
ambýu;flema;Substantivo;Normal;;
amerísio;americio;Substantivo;Normal;;
amo;lá;Adjetivo;Normal;;
amyrỹi;difunto;Adjetivo;Normal;;
amyrỹigua;postumo;Adjetivo;Normal;;
amóguio;de lá;Adjetivo;Normal;;
amóicha;de aquella maneira;Adjetivo;Normal;;
amóme;pocas veces;Adjetivo;Normal;;
amóva;aquél, aquéllos, aquéllo;Pronome;Normal;;
anambusu;grueso;Adjetivo;Normal;;
anambusukue;grosor;Substantivo;Normal;;
anana;piña;Substantivo;Normal;;
andai;calabaza;Substantivo;Normal;;
andu;sentido;Substantivo;Normal;;
anduavy;ilusão;Substantivo;Normal;;
andupeʼaha;narcótico;Substantivo;Normal;;
anga;lastimosamente;Adjetivo;Normal;;
angai;lastimosamente;Adjetivo;Normal;;
angaipa;crimen;Substantivo;Normal;;
angaipáva;pecador;Adjetivo;Normal;;
angajevy;arrepentirse;Verbo;Normal;;
angajura;hechizar;Verbo;Normal;;
angajuráva;atractivo;Adjetivo;Normal;;
angakýi;expirar;Verbo;Normal;;
angapyhy;satisfecho;Adjetivo;Normal;;
angapypegua;lírico;Adjetivo;Normal;;
angareko;cuidado;Substantivo;Normal;;
angata;preocupação;Substantivo;Normal;;
angaʼu;recuerdo;Substantivo;Normal;;
ange;faz poco ange pyhare anoche;Adjetivo;Normal;;
angekói;fastidioso;Adjetivo;Normal;;
angepyhare;anoche;Adjetivo;Normal;;
angete;faz poco;Adjetivo;Normal;;
angetegua;reciente;Adjetivo;Normal;;
angue;aparição;Substantivo;Normal;;
anguja;ratón;Substantivo;Normal;;
anguʼa;morteiro;Substantivo;Normal;;
anguʼatarara;bombo;Substantivo;Normal;;
angírũ;amigo;Substantivo;Normal;;
ani;no;Adjetivo;Normal;;
anichéne;no;Adjetivo;Normal;;
anĩ;no;Adjetivo;Normal;;
ao;indumentaria;Substantivo;Normal;;
ao jyva;manga;Substantivo;Normal;;
ao% jyva;manga;Substantivo;Normal;;
aoaku;abrigo;Substantivo;Normal;;
aoanambusu;lona;Substantivo;Normal;;
aoaty;vestuario;Substantivo;Normal;;
aohá;luto;Substantivo;Normal;;
aojoheiharenda;lavanderia;Substantivo;Normal;;
aojoréi;lavar ropa;Verbo;Normal;;
aokyty;planchar;Verbo;Normal;;
aokytyha;plancha;Substantivo;Normal;;
aomokãrã;toalla;Substantivo;Normal;;
aoryru;ropero;Adjetivo;Normal;;
aosorokue;harapo;Substantivo;Normal;;
aoveve;bandeira;Substantivo;Normal;;
aovyta;telar;Substantivo;Normal;;
aoʼapohára;modisto;Substantivo;Normal;;
apa;yerto;Adjetivo;Normal;;
apajeréi;dar vueltas no suelo;Verbo;Normal;;
apajuái;maraña;Substantivo;Normal;;
apakua;fardo;Substantivo;Normal;;
apakuapy;rollo;Substantivo;Normal;;
apakuapyre;envuelto;Adjetivo;Normal;;
apamona;embadurnar;Verbo;Normal;;
apasusũ;lodazal;Substantivo;Normal;;
apatĩ;agrisado;Adjetivo;Normal;;
apañuãi;problema;Substantivo;Normal;;
ape;aqui;Adjetivo;Normal;;
apechyry;exudar;Verbo;Normal;;
apegua;local;Adjetivo;Normal;;
apeju;semimaduro;Adjetivo;Normal;;
apekangue;espinazo;Substantivo;Normal;;
apekue;caparazón;Substantivo;Normal;;
apekuma;hollín;Substantivo;Normal;;
apekũ;paladar;Substantivo;Normal;;
apekũguy;campanilla;Substantivo;Normal;;
apeno;ondear;Verbo;Normal;;
apereʼarusu;coelho;Substantivo;Normal;;
apesã;manojo;Substantivo;Normal;;
apesỹi;quisquilloso;Adjetivo;Normal;;
apete;aqui mesmo;Adjetivo;Normal;;
api;acertar;Verbo;Normal;;
apichaʼĩ;encrespado;Adjetivo;Normal;;
apiha;tirador;Substantivo;Normal;;
apikuʼi;caspa;Substantivo;Normal;;
apiruʼa;ampolla;Substantivo;Normal;;
apirype;eczema;Substantivo;Normal;;
apiryta;yugo;Substantivo;Normal;;
apo;ejecução;Substantivo;Normal;;
apoha;generador;Adjetivo;Normal;;
apohare;autor;Substantivo;Normal;;
apohatee;protagonista;Adjetivo;Normal;;
apohára;agente;Substantivo;Normal;;
apojovái;reacção;Substantivo;Normal;;
apokuaaha;ingenieiro;Substantivo;Normal;;
apokytã;nudoso;Adjetivo;Normal;;
apondeʼa;plan;Substantivo;Normal;;
apopapy;terminado;Adjetivo;Normal;;
apoporãʼỹ;imperfecto;Adjetivo;Normal;;
apopy;labrado;Adjetivo;Normal;;
apopymeʼẽ;dato;Substantivo;Normal;;
apopyre;feito;Substantivo;Normal;;
apopyrã;agenda;Substantivo;Normal;;
apopẽ;crespo;Adjetivo;Normal;;
aporeko;técnica;Adjetivo;Normal;;
apose;intenção;Substantivo;Normal;;
apoukaha;mandamento;Substantivo;Normal;;
apoukapy;deber;Substantivo;Normal;;
apoukarã;deber;Substantivo;Normal;;
apovaihare;reo;Substantivo;Normal;;
apovõ;viscoso;Adjetivo;Normal;;
apoʼi;despreciar;Verbo;Normal;;
apuʼa;esférico;Adjetivo;Normal;;
apy;remate;Substantivo;Normal;;
apyaty;cubrir com tierra;Verbo;Normal;;
apyka;silla;Substantivo;Normal;;
apykaguasu;sillón;Substantivo;Normal;;
apykahai;pupitre;Substantivo;Normal;;
apykapuku;banco;Substantivo;Normal;;
apykayvate;caballete;Substantivo;Normal;;
apyngua;nariz;Substantivo;Normal;;
apype;cumbre;Substantivo;Normal;;
apyrapegua;limítrofe;Adjetivo;Normal;;
apyraʼỹ;interminavel;Adjetivo;Normal;;
apyreʼỹ;sem fim;Adjetivo;Normal;;
apyreʼỹme;perpetuamente;Adjetivo;Normal;;
apyryve;serenarse;Verbo;Normal;;
apysa;ouvido;Substantivo;Normal;;
apysape;duro de ouvido;Adjetivo;Normal;;
apysatũ;sordo;Adjetivo;Normal;;
apysaʼỹ;sordeira;Substantivo;Normal;;
apysẽ;despuntar;Verbo;Normal;;
apytaha;ligadura;Substantivo;Normal;;
apyte;centro;Substantivo;Normal;;
apytepe;enmediode;Substantivo;Normal;;
apytere;medular;Adjetivo;Normal;;
apytimby;paquete;Substantivo;Normal;;
apytuʼũ;entendimento;Substantivo;Normal;;
apytuʼũroky;idea;Substantivo;Normal;;
apytépe;em meio;Adjetivo;Normal;;
apytĩ;lazo;Substantivo;Normal;;
apytĩmby;envoltorio;Substantivo;Normal;;
apytĩmbyre;ligado;Adjetivo;Normal;;
apytĩngue;nudo;Substantivo;Normal;;
apyveʼỹ;ilimitado;Adjetivo;Normal;;
apáva;paralítico;Substantivo;Normal;;
apé;aqui;Adjetivo;Normal;;
apéro;silla;Substantivo;Normal;;
apýra;tope;Substantivo;Normal;;
apĩ;amputado;Adjetivo;Normal;;
apỹi;nudo;Substantivo;Normal;;
apỹipenga;plástico;Substantivo;Normal;;
ara;arar;Verbo;Normal;;
araapy;martes;Substantivo;Normal;;
aragua;diurno;Adjetivo;Normal;;
arahechauka;calendario;Substantivo;Normal;;
arai;nuvem;Substantivo;Normal;;
araity;cera;Substantivo;Normal;;
araitépe;a tempo;Adjetivo;Normal;;
arajere;ano;Substantivo;Normal;;
arajevyevy;anualmente;Adjetivo;Normal;;
araka;guacamayo;Substantivo;Normal;;
arakañy;fim do mundo;Substantivo;Normal;;
arakaʼe;cuándo;Adjetivo;Normal;;
arakaʼeve;jamais;Adjetivo;Normal;;
arakuegua;diurno;Adjetivo;Normal;;
arakõi;lunes;Substantivo;Normal;;
aramboha;almohada;Substantivo;Normal;;
aramboty;cumpleaños;Substantivo;Normal;;
aramboyve;precoz;Adjetivo;Normal;;
aramirõ;almidón;Substantivo;Normal;;
arandu;culto;Adjetivo;Normal;;
aranduchauka;examen;Substantivo;Normal;;
aranduhápe;inteligentemente;Adjetivo;Normal;;
aranduka;libro;Substantivo;Normal;;
arandukaenda;biblioteca;Substantivo;Normal;;
arandukarenda;libreria;Substantivo;Normal;;
arandukuaa;cultura;Substantivo;Normal;;
arandupy;cultura;Substantivo;Normal;;
aranduʼỹ;ignorante;Adjetivo;Normal;;
arange;fecha;Substantivo;Normal;;
arapa;terminar os días;Verbo;Normal;;
arapaha;horizonte;Substantivo;Normal;;
arapapaha;almanaque;Substantivo;Normal;;
arapaveʼỹme;eternamente;Adjetivo;Normal;;
arapaʼũ;plazo;Substantivo;Normal;;
arapaʼỹme;eternamente;Adjetivo;Normal;;
arapeha;etapa;Substantivo;Normal;;
arapehá;etapa;Substantivo;Normal;;
arapehẽ;etapa;Substantivo;Normal;;
arapire;alfiler;Substantivo;Normal;;
arapo;jueves;Substantivo;Normal;;
arapokõi;sábado;Substantivo;Normal;;
arapokõindy;semana;Substantivo;Normal;;
arapoteĩ;viernes;Substantivo;Normal;;
arapoty;primaveira;Substantivo;Normal;;
arapy;mundo;Substantivo;Normal;;
arapy% tuichakue;mundial;Adjetivo;Normal;;
arapyrendy;meteorito;Substantivo;Normal;;
arapytu;temperatura;Substantivo;Normal;;
arapytuʼu;vacação;Substantivo;Normal;;
ararapo;horizonte;Substantivo;Normal;;
ararasa;etapa;Substantivo;Normal;;
ararecha;nacer;Verbo;Normal;;
ararechaukaha;almanaque;Substantivo;Normal;;
ararembe;horizonte;Substantivo;Normal;;
araresa;intemperie;Substantivo;Normal;;
arareñoihague;natalicio;Substantivo;Normal;;
araroguekúi;otoño;Substantivo;Normal;;
ararokái;arco iris;Substantivo;Normal;;
araroʼy;invierno;Substantivo;Normal;;
araroʼysã;fresco;Substantivo;Normal;;
ararundy;miércoles;Substantivo;Normal;;
arasa;guayaba;Substantivo;Normal;;
arasa máta;guayabo (árvore);Substantivo;Normal;;
arasunu;tronar;Verbo;Normal;;
arasẽ;alba;Substantivo;Normal;;
arateé;domingo;Substantivo;Normal;;
arateĩ;domingo;Substantivo;Normal;;
aratiku;chirimoya;Substantivo;Normal;;
aratimbo;niebla;Substantivo;Normal;;
aratiri;raio;Substantivo;Normal;;
aravai;tempestade;Substantivo;Normal;;
aravera;relámpago;Substantivo;Normal;;
araveráicha;instantáneamente;Adjetivo;Normal;;
aravo;hora;Substantivo;Normal;;
aravoitépe;puntual;Adjetivo;Normal;;
aravopapaha;reloj;Substantivo;Normal;;
aravoʼi;minuto;Substantivo;Normal;;
aravoʼive;segundo;Substantivo;Normal;;
arayvoty;primaveira;Substantivo;Normal;;
araʼaty;periodo;Substantivo;Normal;;
are;tardar;Verbo;Normal;;
arekue;demora;Substantivo;Normal;;
arete;fiesta;Substantivo;Normal;;
arhél;desagradavel;Adjetivo;Normal;;
arigua;responsabilidade;Substantivo;Normal;;
aripaka;mesa;Substantivo;Normal;;
arriéro;rústico;Substantivo;Normal;;
arro;arroz;Substantivo;Normal;;
arruinádo;torpe;Adjetivo;Normal;;
aruru;inflado;Adjetivo;Normal;;
ary;ano;Substantivo;Normal;;
arádo;arado;Substantivo;Normal;;
arã;necesariamente;Adjetivo;Normal;;
asaha;azahar;Substantivo;Normal;;
asaje;tarde;Adjetivo;Normal;;
asajepyte;ao mediodia;Adjetivo;Normal;;
asu;izquierdo;Adjetivo;Normal;;
asugua;izquierdo;Adjetivo;Normal;;
asuguare;izquierdista;Adjetivo;Normal;;
asuka;azúcar;Substantivo;Normal;;
asukary;almíbar;Substantivo;Normal;;
asy;muito;Adjetivo;Normal;;
asãi;extendirse;Verbo;Normal;;
asýpe;dolorosamente;Adjetivo;Normal;;
ateʼỹ;tardo;Adjetivo;Normal;;
atiʼy;escápula;Substantivo;Normal;;
atuakandu;jorobado;Adjetivo;Normal;;
atuakãndu;joroba;Substantivo;Normal;;
atuape;jorobado;Adjetivo;Normal;;
atukupe;revés;Substantivo;Normal;;
atukupépe;a espaldas;Adjetivo;Normal;;
aturu;agazapar;Verbo;Normal;;
aty;reunir;Verbo;Normal;;
atyapy;trio;Substantivo;Normal;;
atyha;reunión;Substantivo;Normal;;
atykaha;maza;Substantivo;Normal;;
atyporavopyre;equipo;Substantivo;Normal;;
atyu;suegro;Substantivo;Normal;;
atyvore;muestra;Substantivo;Normal;;
atyñyñýi;latir a sien;Verbo;Normal;;
atãngue;solidez;Substantivo;Normal;;
atãʼỹ;flácido;Adjetivo;Normal;;
atõi;alerta;Substantivo;Normal;;
atõiha;músico;Substantivo;Normal;;
atúa;costas;Substantivo;Normal;;
atýra;bandada;Substantivo;Normal;;
atĩa;estornudar;Verbo;Normal;;
atĩva;canoso;Adjetivo;Normal;;
aupa;placenta;Substantivo;Normal;;
ava;quién;Pronome;Normal;;
avaite;persona;Substantivo;Normal;;
avajokoha;hebilla;Substantivo;Normal;;
avakachi;piña;Substantivo;Normal;;
avakua;rizo;Substantivo;Normal;;
avakuaaty;antropologia;Substantivo;Normal;;
avanoʼõ;social;Adjetivo;Normal;;
avapaje;mago;Substantivo;Normal;;
avare;clérigo;Substantivo;Normal;;
avaroʼoʼuha;caníbal;Substantivo;Normal;;
avasaʼyju;rubio;Adjetivo;Normal;;
avati;maíz;Substantivo;Normal;;
avatimirĩ;trigo;Substantivo;Normal;;
avatisoka;mão;Substantivo;Normal;;
avausu;titán;Substantivo;Normal;;
avave;ninguém;Pronome;Normal;;
avavusu;melenudo;Adjetivo;Normal;;
avañeʼẽ;guarani;Substantivo;Normal;;
avaʼaty;sociedade;Substantivo;Normal;;
avei;además;Adjetivo;Normal;;
avevo;fofo;Adjetivo;Normal;;
aviõ;avión;Substantivo;Normal;;
aviõrupa;aeropuerto;Substantivo;Normal;;
avoa;madeja;Substantivo;Normal;;
avuku;melenudo;Adjetivo;Normal;;
avusu;gigante;Substantivo;Normal;;
avy;desacierto;Substantivo;Normal;;
avyky;espulgar;Verbo;Normal;;
avykypyre;manoseado;Adjetivo;Normal;;
avágui;int de quién;Adjetivo;Normal;;
avýpe;ilícitamente;Adjetivo;Normal;;
ay;aburrido;Adjetivo;Normal;;
aysy;pegajoso;Adjetivo;Normal;;
ayvu;alboroto;Substantivo;Normal;;
ayvuapo;alborotar;Verbo;Normal;;
ayvuguasu;tumulto;Substantivo;Normal;;
ayvúpe;ruidosamente;Adjetivo;Normal;;
ayvúpe, ayvuhápe;ruidosamente;Adjetivo;Normal;;
aína;durante um cierto tempo;Adjetivo;Normal;;
aña;malévolo;Adjetivo;Normal;;
añareko;diabólico;Adjetivo;Normal;;
añaretã;infierno;Substantivo;Normal;;
añaretãgua;infernal;Adjetivo;Normal;;
añaretãmegua;infernal;Adjetivo;Normal;;
añaretãʼi;arrabal;Substantivo;Normal;;
añemboʼeuka;estudiar;Verbo;Normal;;
añemombo% hese;abalanzarse;Verbo;Normal;;
añete;seguro;Adjetivo;Normal;;
añetegua;sincero;Substantivo;Normal;;
añeteguaite;indiscutivel;Adjetivo;Normal;;
añeteguaʼỹ;postizo;Adjetivo;Normal;;
añeteguáicha;verosímil;Adjetivo;Normal;;
añetehápe;em realidade;Adjetivo;Normal;;
añetejekuatiapyre;notarial;Adjetivo;Normal;;
añetete;obvio;Adjetivo;Normal;;
añeteʼeha;veraz;Adjetivo;Normal;;
añeteʼỹ;falso;Adjetivo;Normal;;
añeteʼỹhápe;falsamente;Adjetivo;Normal;;
año;a solas;Adjetivo;Normal;;
añogua;solteiro;Adjetivo;Normal;;
añohapegua;soledade;Substantivo;Normal;;
añoite;solitario;Adjetivo;Normal;;
añopegua;intimidade;Substantivo;Normal;;
añuã;abrazar;Verbo;Normal;;
añykã;quijada;Substantivo;Normal;;
añónte;somente/apenas;Adjetivo;Normal;;
aĩ;estar;Verbo;Normal;;
aʼeʼỹ;antipatia;Substantivo;Normal;;
aʼỹ;estéril;Adjetivo;Normal;;
bacteria;bacteria;Substantivo;Normal;;
barroco;barroco;Substantivo;Normal;;
carretilla;carretilla;Substantivo;Normal;;
chae;de poca categoria;Adjetivo;Normal;;
chahahã;azuzar;Verbo;Normal;;
chalái;de mala calidade;Adjetivo;Normal;;
chamame;corredor;Substantivo;Normal;;
chamíga;mulher;Substantivo;Normal;;
chamígo;amigo;Substantivo;Normal;;
changui;ventaja;Substantivo;Normal;;
chapĩ;despuntado;Adjetivo;Normal;;
chara;de lã;Adjetivo;Normal;;
charara;fazer ruído;Verbo;Normal;;
chararã;resonar;Verbo;Normal;;
chavi;raquítico;Adjetivo;Normal;;
chavurro;asno;Substantivo;Normal;;
chaʼĩ;de mala calidade;Adjetivo;Normal;;
che;me;Pronome;Normal;;
chembaʼe;mio;Pronome;Normal;;
chentese;egoísmo;Substantivo;Normal;;
chesyasy;gorrión;Substantivo;Normal;;
chichã;chinche;Substantivo;Normal;;
chichĩ;acariciarse;Verbo;Normal;;
chigua;convexo;Adjetivo;Normal;;
chikóte;látigo;Substantivo;Normal;;
chini;chirriar;Verbo;Normal;;
chinini;chirriar;Verbo;Normal;;
chiri;diarreia;Substantivo;Normal;;
chirirĩ;burbujear;Verbo;Normal;;
chivi;fluir;Verbo;Normal;;
chivivi;ter diarreia;Verbo;Normal;;
chivu;aniquilarse;Verbo;Normal;;
chiváto guasu;acacia;Substantivo;Normal;;
chiã;lloriquear;Verbo;Normal;;
chiʼi;reducido;Adjetivo;Normal;;
chiʼõ;chillar;Verbo;Normal;;
chocokue;labriego;Substantivo;Normal;;
chokokue;agricultor;Substantivo;Normal;;
chororo;borbotear;Verbo;Normal;;
chororĩ;ensortijado;Adjetivo;Normal;;
chovi;desbordar;Verbo;Normal;;
chovy;azul;Adjetivo;Normal;;
chuchu;temer;Verbo;Normal;;
chugui;mas;Advérbio / Preposição / Conjunção;Normal;;
chumbe;faja;Substantivo;Normal;;
chupe;le;Pronome;Normal;;
chure;embusteiro;Adjetivo;Normal;;
churi;abandonado;Adjetivo;Normal;;
churuchuchu;sedição;Substantivo;Normal;;
churugue;yesca;Substantivo;Normal;;
chuʼi;de poco valor;Adjetivo;Normal;;
chyryry;freírse;Substantivo;Normal;;
ché;yo;Pronome;Normal;;
chémane;que indica futuro e se usa com verbos de forma negativa já no;Adjetivo;Normal;;
chéne;no;Adjetivo;Normal;;
chéve;me;Pronome;Normal;;
chúka;elegante;Adjetivo;Normal;;
chúko;elegante;Adjetivo;Normal;;
degracia;causar perjuicio grave a uma persona;Verbo;Normal;;
denuka;desnucar;Verbo;Normal;;
depiesa;partir;Verbo;Normal;;
deprovécho;fructífeiro;Adjetivo;Normal;;
desatina;extraviarse;Verbo;Normal;;
dia;dia;Substantivo;Normal;;
die;diez;Adjetivo;Normal;;
dipara;echar a correr;Verbo;Normal;;
doyto;doctor;Substantivo;Normal;;
eha;llamado;Adjetivo;Normal;;
eiraity;panal;Substantivo;Normal;;
eiratã;azúcar;Substantivo;Normal;;
eiru;abelha;Substantivo;Normal;;
ekimal;esquimal;Substantivo;Normal;;
ekueléra;escolar;Substantivo;Normal;;
ekueléro;escolar;Substantivo;Normal;;
ekuéla;escuela;Substantivo;Normal;;
ekína;rincón;Substantivo;Normal;;
eláda;escarcha;Substantivo;Normal;;
embaʼekuaa;conocimento;Substantivo;Normal;;
embaʼekuaáva;sábio;Adjetivo;Normal;;
embaʼembyasy;afligido;Adjetivo;Normal;;
embyranga;hijastro;Substantivo;Normal;;
empanada;empanada;Substantivo;Normal;;
entéro;todos;Adjetivo;Normal;;
epináso;espinazo;Substantivo;Normal;;
erádo;enorme;Adjetivo;Normal;;
estatua;estatua;Substantivo;Normal;;
etedia;hoje;Adjetivo;Normal;;
eterei;extraordinariamente;Adjetivo;Normal;;
etiguara;vate, poeta indígena;Substantivo;Normal;;
etnología;etnologia;Substantivo;Normal;;
europio;europio;Substantivo;Normal;;
eíra;miel;Substantivo;Normal;;
falta;faltar;Verbo;Normal;;
feto;feto;Substantivo;Normal;;
fifi;elegante;Adjetivo;Normal;;
folclore;folclore;Substantivo;Normal;;
folklore;folclore;Substantivo;Normal;;
forĩfo;voz nasal, paladar perforado;Substantivo;Normal;;
fusil;fusil;Substantivo;Normal;;
garupa;grupa;Substantivo;Normal;;
garámo;gramo;Substantivo;Normal;;
gi;meio;Substantivo;Normal;;
gomita;vomitar;Verbo;Normal;;
gotyo;para;Advérbio / Preposição / Conjunção;Normal;;
grásia;gracia;Substantivo;Normal;;
guaho;junco;Substantivo;Normal;;
guahu;aullir;Verbo;Normal;;
guahẽ;arribar;Verbo;Normal;;
guahẽmba;abalanzarse;Verbo;Normal;;
guaiguĩ;velha;Adjetivo;Normal;;
guaiguĩngue;pássaro nocturno, urutaú;Substantivo;Normal;;
Guaira;región de Villarrica (Paraguay);Substantivo;Normal;;
guajaki;parcialidade indígena guarani;Adjetivo;Normal;;
guaka;guacamayo;Substantivo;Normal;;
gualala;repiquetear;Verbo;Normal;;
gualambáu;instrumento musical indígena;Substantivo;Normal;;
guapo’y;especie de higueira silvestre;Substantivo;Normal;;
