alóha;aguamiel;Substantivo;Normal;;
ama;lluvia;Substantivo;Normal;;
ama guasu;diluvio, lluvia torrencial;Substantivo;Normal;;
amaguasu;diluvio;Substantivo;Normal;;
amambái;helecho;Substantivo;Normal;;
amamoʼãha;paraguas;Substantivo;Normal;;
amandaivi;llovizna;Substantivo;Normal;;
amandaje;congreso;Substantivo;Normal;;
amandajerape;parlamentarismo;Substantivo;Normal;;
amandayvi;garúa, llovizna fina;Substantivo;Normal;;
amandy;lluvioso;Adjetivo;Normal;;
amandáu;granizo;Substantivo;Normal;;
amanguʼi rypyʼa;nieve;Substantivo;Normal;;
amangy;aguacero;Substantivo;Normal;;
amasapyʼa;chaparrón;Substantivo;Normal;;
amavera;relámpago;Substantivo;Normal;;
amba’y;árbol de hojas medicinales (ambay);Substantivo;Normal;;
ambere;lagartija;Substantivo;Normal;;
ambopi;fleco;Substantivo;Normal;;
ambu;gemir;Verbo;Normal;;
ambue;mudarse;Verbo;Normal;;
ambuéicha;de otra manera;Adjetivo;Normal;;
ambuéva;otro;Pronome;Normal;;
ambuʼa;retraído;Adjetivo;Normal;;
ambýu;flema;Substantivo;Normal;;
amerísio;americio;Substantivo;Normal;;
amo;allá;Adjetivo;Normal;;
amyrỹi;difunto;Adjetivo;Normal;;
amyrỹigua;postumo;Adjetivo;Normal;;
amóguio;de allá;Adjetivo;Normal;;
amóicha;de aquella manera;Adjetivo;Normal;;
amóme;pocas veces;Adjetivo;Normal;;
amóva;aquél, aquéllos, aquéllo;Pronome;Normal;;
anambusu;grueso;Adjetivo;Normal;;
anambusukue;grosor;Substantivo;Normal;;
anana;piña;Substantivo;Normal;;
andai;calabaza;Substantivo;Normal;;
andu;sentido;Substantivo;Normal;;
anduavy;ilusión;Substantivo;Normal;;
andupeʼaha;narcótico;Substantivo;Normal;;
anga;lastimosamente;Adjetivo;Normal;;
angai;lastimosamente;Adjetivo;Normal;;
angaipa;crimen;Substantivo;Normal;;
angaipáva;pecador;Adjetivo;Normal;;
angajevy;arrepentirse;Verbo;Normal;;
angajura;hechizar;Verbo;Normal;;
angajuráva;atractivo;Adjetivo;Normal;;
angakýi;expirar;Verbo;Normal;;
angapyhy;satisfecho;Adjetivo;Normal;;
angapypegua;lírico;Adjetivo;Normal;;
angareko;cuidado;Substantivo;Normal;;
angata;preocupación;Substantivo;Normal;;
angaʼu;recuerdo;Substantivo;Normal;;
ange;hace poco ange pyhare anoche;Adjetivo;Normal;;
angekói;fastidioso;Adjetivo;Normal;;
angepyhare;anoche;Adjetivo;Normal;;
angete;hace poco;Adjetivo;Normal;;
angetegua;reciente;Adjetivo;Normal;;
angue;aparición;Substantivo;Normal;;
anguja;ratón;Substantivo;Normal;;
anguʼa;mortero;Substantivo;Normal;;
anguʼatarara;bombo;Substantivo;Normal;;
angírũ;amigo;Substantivo;Normal;;
ani;no;Adjetivo;Normal;;
anichéne;no;Adjetivo;Normal;;
anĩ;no;Adjetivo;Normal;;
ao;indumentaria;Substantivo;Normal;;
ao jyva;manga;Substantivo;Normal;;
ao% jyva;manga;Substantivo;Normal;;
aoaku;abrigo;Substantivo;Normal;;
aoanambusu;lona;Substantivo;Normal;;
aoaty;vestuario;Substantivo;Normal;;
aohá;luto;Substantivo;Normal;;
aojoheiharenda;lavandería;Substantivo;Normal;;
aojoréi;lavar ropa;Verbo;Normal;;
aokyty;planchar;Verbo;Normal;;
aokytyha;plancha;Substantivo;Normal;;
aomokãrã;toalla;Substantivo;Normal;;
aoryru;ropero;Adjetivo;Normal;;
aosorokue;harapo;Substantivo;Normal;;
aoveve;bandera;Substantivo;Normal;;
aovyta;telar;Substantivo;Normal;;
aoʼapohára;modisto;Substantivo;Normal;;
apa;yerto;Adjetivo;Normal;;
apajeréi;dar vueltas en el suelo;Verbo;Normal;;
apajuái;maraña;Substantivo;Normal;;
apakua;fardo;Substantivo;Normal;;
apakuapy;rollo;Substantivo;Normal;;
apakuapyre;envuelto;Adjetivo;Normal;;
apamona;embadurnar;Verbo;Normal;;
apasusũ;lodazal;Substantivo;Normal;;
apatĩ;agrisado;Adjetivo;Normal;;
apañuãi;problema;Substantivo;Normal;;
ape;aqui;Adjetivo;Normal;;
apechyry;exudar;Verbo;Normal;;
apegua;local;Adjetivo;Normal;;
apeju;semimaduro;Adjetivo;Normal;;
apekangue;espinazo;Substantivo;Normal;;
apekue;caparazón;Substantivo;Normal;;
apekuma;hollín;Substantivo;Normal;;
apekũ;paladar;Substantivo;Normal;;
apekũguy;campanilla;Substantivo;Normal;;
apeno;ondear;Verbo;Normal;;
apereʼarusu;conejo;Substantivo;Normal;;
apesã;manojo;Substantivo;Normal;;
apesỹi;quisquilloso;Adjetivo;Normal;;
apete;aquí mismo;Adjetivo;Normal;;
api;acertar;Verbo;Normal;;
apichaʼĩ;encrespado;Adjetivo;Normal;;
apiha;tirador;Substantivo;Normal;;
apikuʼi;caspa;Substantivo;Normal;;
apiruʼa;ampolla;Substantivo;Normal;;
apirype;eczema;Substantivo;Normal;;
apiryta;yugo;Substantivo;Normal;;
apo;ejecución;Substantivo;Normal;;
apoha;generador;Adjetivo;Normal;;
apohare;autor;Substantivo;Normal;;
apohatee;protagonista;Adjetivo;Normal;;
apohára;agente;Substantivo;Normal;;
apojovái;reacción;Substantivo;Normal;;
apokuaaha;ingeniero;Substantivo;Normal;;
apokytã;nudoso;Adjetivo;Normal;;
apondeʼa;plan;Substantivo;Normal;;
apopapy;terminado;Adjetivo;Normal;;
apoporãʼỹ;imperfecto;Adjetivo;Normal;;
apopy;labrado;Adjetivo;Normal;;
apopymeʼẽ;dato;Substantivo;Normal;;
apopyre;hecho;Substantivo;Normal;;
apopyrã;agenda;Substantivo;Normal;;
apopẽ;crespo;Adjetivo;Normal;;
aporeko;técnica;Adjetivo;Normal;;
apose;intención;Substantivo;Normal;;
apoukaha;mandamiento;Substantivo;Normal;;
apoukapy;deber;Substantivo;Normal;;
apoukarã;deber;Substantivo;Normal;;
apovaihare;reo;Substantivo;Normal;;
apovõ;viscoso;Adjetivo;Normal;;
apoʼi;despreciar;Verbo;Normal;;
apuʼa;esférico;Adjetivo;Normal;;
apy;remate;Substantivo;Normal;;
apyaty;cubrir con tierra;Verbo;Normal;;
apyka;silla;Substantivo;Normal;;
apykaguasu;sillón;Substantivo;Normal;;
apykahai;pupitre;Substantivo;Normal;;
apykapuku;banco;Substantivo;Normal;;
apykayvate;caballete;Substantivo;Normal;;
apyngua;nariz;Substantivo;Normal;;
apype;cumbre;Substantivo;Normal;;
apyrapegua;limítrofe;Adjetivo;Normal;;
apyraʼỹ;interminable;Adjetivo;Normal;;
apyreʼỹ;sin fin;Adjetivo;Normal;;
apyreʼỹme;perpetuamente;Adjetivo;Normal;;
apyryve;serenarse;Verbo;Normal;;
apysa;oído;Substantivo;Normal;;
apysape;duro de oído;Adjetivo;Normal;;
apysatũ;sordo;Adjetivo;Normal;;
apysaʼỹ;sordera;Substantivo;Normal;;
apysẽ;despuntar;Verbo;Normal;;
apytaha;ligadura;Substantivo;Normal;;
apyte;centro;Substantivo;Normal;;
apytepe;enmediode;Substantivo;Normal;;
apytere;medular;Adjetivo;Normal;;
apytimby;paquete;Substantivo;Normal;;
apytuʼũ;entendimiento;Substantivo;Normal;;
apytuʼũroky;idea;Substantivo;Normal;;
apytépe;en medio;Adjetivo;Normal;;
apytĩ;lazo;Substantivo;Normal;;
apytĩmby;envoltorio;Substantivo;Normal;;
apytĩmbyre;ligado;Adjetivo;Normal;;
apytĩngue;nudo;Substantivo;Normal;;
apyveʼỹ;ilimitado;Adjetivo;Normal;;
apáva;paralítico;Substantivo;Normal;;
apé;aqui;Adjetivo;Normal;;
apéro;silla;Substantivo;Normal;;
apýra;tope;Substantivo;Normal;;
apĩ;amputado;Adjetivo;Normal;;
apỹi;nudo;Substantivo;Normal;;
apỹipenga;plástico;Substantivo;Normal;;
ara;arar;Verbo;Normal;;
araapy;martes;Substantivo;Normal;;
aragua;diurno;Adjetivo;Normal;;
arahechauka;calendario;Substantivo;Normal;;
arai;nube;Substantivo;Normal;;
araity;cera;Substantivo;Normal;;
araitépe;a tiempo;Adjetivo;Normal;;
arajere;año;Substantivo;Normal;;
arajevyevy;anualmente;Adjetivo;Normal;;
araka;guacamayo;Substantivo;Normal;;
arakañy;fin del mundo;Substantivo;Normal;;
arakaʼe;cuándo;Adjetivo;Normal;;
arakaʼeve;jamás;Adjetivo;Normal;;
arakuegua;diurno;Adjetivo;Normal;;
arakõi;lunes;Substantivo;Normal;;
aramboha;almohada;Substantivo;Normal;;
aramboty;cumpleaños;Substantivo;Normal;;
aramboyve;precoz;Adjetivo;Normal;;
aramirõ;almidón;Substantivo;Normal;;
arandu;culto;Adjetivo;Normal;;
aranduchauka;examen;Substantivo;Normal;;
aranduhápe;inteligentemente;Adjetivo;Normal;;
aranduka;libro;Substantivo;Normal;;
arandukaenda;biblioteca;Substantivo;Normal;;
arandukarenda;librería;Substantivo;Normal;;
arandukuaa;cultura;Substantivo;Normal;;
arandupy;cultura;Substantivo;Normal;;
aranduʼỹ;ignorante;Adjetivo;Normal;;
arange;fecha;Substantivo;Normal;;
arapa;terminar los días;Verbo;Normal;;
arapaha;horizonte;Substantivo;Normal;;
arapapaha;almanaque;Substantivo;Normal;;
arapaveʼỹme;eternamente;Adjetivo;Normal;;
arapaʼũ;plazo;Substantivo;Normal;;
arapaʼỹme;eternamente;Adjetivo;Normal;;
arapeha;etapa;Substantivo;Normal;;
arapehá;etapa;Substantivo;Normal;;
arapehẽ;etapa;Substantivo;Normal;;
arapire;alfiler;Substantivo;Normal;;
arapo;jueves;Substantivo;Normal;;
arapokõi;sábado;Substantivo;Normal;;
arapokõindy;semana;Substantivo;Normal;;
arapoteĩ;viernes;Substantivo;Normal;;
arapoty;primavera;Substantivo;Normal;;
arapy;mundo;Substantivo;Normal;;
arapy% tuichakue;mundial;Adjetivo;Normal;;
arapyrendy;meteorito;Substantivo;Normal;;
arapytu;temperatura;Substantivo;Normal;;
arapytuʼu;vacación;Substantivo;Normal;;
ararapo;horizonte;Substantivo;Normal;;
ararasa;etapa;Substantivo;Normal;;
ararecha;nacer;Verbo;Normal;;
ararechaukaha;almanaque;Substantivo;Normal;;
ararembe;horizonte;Substantivo;Normal;;
araresa;intemperie;Substantivo;Normal;;
arareñoihague;natalicio;Substantivo;Normal;;
araroguekúi;otoño;Substantivo;Normal;;
ararokái;arco iris;Substantivo;Normal;;
araroʼy;invierno;Substantivo;Normal;;
araroʼysã;fresco;Substantivo;Normal;;
ararundy;miércoles;Substantivo;Normal;;
arasa;guayaba;Substantivo;Normal;;
arasa máta;guayabo (árbol);Substantivo;Normal;;
arasunu;tronar;Verbo;Normal;;
arasẽ;alba;Substantivo;Normal;;
arateé;domingo;Substantivo;Normal;;
arateĩ;domingo;Substantivo;Normal;;
aratiku;chirimoya;Substantivo;Normal;;
aratimbo;niebla;Substantivo;Normal;;
aratiri;rayo;Substantivo;Normal;;
aravai;tempestad;Substantivo;Normal;;
aravera;relámpago;Substantivo;Normal;;
araveráicha;instantáneamente;Adjetivo;Normal;;
aravo;hora;Substantivo;Normal;;
aravoitépe;puntual;Adjetivo;Normal;;
aravopapaha;reloj;Substantivo;Normal;;
aravoʼi;minuto;Substantivo;Normal;;
aravoʼive;segundo;Substantivo;Normal;;
arayvoty;primavera;Substantivo;Normal;;
araʼaty;periodo;Substantivo;Normal;;
are;tardar;Verbo;Normal;;
arekue;demora;Substantivo;Normal;;
arete;fiesta;Substantivo;Normal;;
arhél;desagradable;Adjetivo;Normal;;
arigua;responsabilidad;Substantivo;Normal;;
aripaka;mesa;Substantivo;Normal;;
arriéro;rústico;Substantivo;Normal;;
arro;arroz;Substantivo;Normal;;
arruinádo;torpe;Adjetivo;Normal;;
aruru;inflado;Adjetivo;Normal;;
ary;año;Substantivo;Normal;;
arádo;arado;Substantivo;Normal;;
arã;necesariamente;Adjetivo;Normal;;
asaha;azahar;Substantivo;Normal;;
asaje;tarde;Adjetivo;Normal;;
asajepyte;al mediodía;Adjetivo;Normal;;
asu;izquierdo;Adjetivo;Normal;;
asugua;izquierdo;Adjetivo;Normal;;
asuguare;izquierdista;Adjetivo;Normal;;
asuka;azúcar;Substantivo;Normal;;
asukary;almíbar;Substantivo;Normal;;
asy;muy;Adjetivo;Normal;;
asãi;extendirse;Verbo;Normal;;
asýpe;dolorosamente;Adjetivo;Normal;;
ateʼỹ;tardo;Adjetivo;Normal;;
atiʼy;escápula;Substantivo;Normal;;
atuakandu;jorobado;Adjetivo;Normal;;
atuakãndu;joroba;Substantivo;Normal;;
atuape;jorobado;Adjetivo;Normal;;
atukupe;revés;Substantivo;Normal;;
atukupépe;a espaldas;Adjetivo;Normal;;
aturu;agazapar;Verbo;Normal;;
aty;reunir;Verbo;Normal;;
atyapy;trío;Substantivo;Normal;;
atyha;reunión;Substantivo;Normal;;
atykaha;maza;Substantivo;Normal;;
atyporavopyre;equipo;Substantivo;Normal;;
atyu;suegro;Substantivo;Normal;;
atyvore;muestra;Substantivo;Normal;;
atyñyñýi;latir la sien;Verbo;Normal;;
atãngue;solidez;Substantivo;Normal;;
atãʼỹ;flácido;Adjetivo;Normal;;
atõi;alerta;Substantivo;Normal;;
atõiha;músico;Substantivo;Normal;;
atúa;espalda;Substantivo;Normal;;
atýra;bandada;Substantivo;Normal;;
atĩa;estornudar;Verbo;Normal;;
atĩva;canoso;Adjetivo;Normal;;
aupa;placenta;Substantivo;Normal;;
ava;quién;Pronome;Normal;;
avaite;persona;Substantivo;Normal;;
avajokoha;hebilla;Substantivo;Normal;;
avakachi;piña;Substantivo;Normal;;
avakua;rizo;Substantivo;Normal;;
avakuaaty;antropología;Substantivo;Normal;;
avanoʼõ;social;Adjetivo;Normal;;
avapaje;mago;Substantivo;Normal;;
avare;clérigo;Substantivo;Normal;;
avaroʼoʼuha;caníbal;Substantivo;Normal;;
avasaʼyju;rubio;Adjetivo;Normal;;
avati;maíz;Substantivo;Normal;;
avatimirĩ;trigo;Substantivo;Normal;;
avatisoka;mano;Substantivo;Normal;;
avausu;titán;Substantivo;Normal;;
avave;nadie;Pronome;Normal;;
avavusu;melenudo;Adjetivo;Normal;;
avañeʼẽ;guaraní;Substantivo;Normal;;
avaʼaty;sociedad;Substantivo;Normal;;
avei;además;Adjetivo;Normal;;
avevo;fofo;Adjetivo;Normal;;
aviõ;avión;Substantivo;Normal;;
aviõrupa;aeropuerto;Substantivo;Normal;;
avoa;madeja;Substantivo;Normal;;
avuku;melenudo;Adjetivo;Normal;;
avusu;gigante;Substantivo;Normal;;
avy;desacierto;Substantivo;Normal;;
avyky;espulgar;Verbo;Normal;;
avykypyre;manoseado;Adjetivo;Normal;;
avágui;int de quién;Adjetivo;Normal;;
avýpe;ilícitamente;Adjetivo;Normal;;
ay;aburrido;Adjetivo;Normal;;
aysy;pegajoso;Adjetivo;Normal;;
ayvu;alboroto;Substantivo;Normal;;
ayvuapo;alborotar;Verbo;Normal;;
ayvuguasu;tumulto;Substantivo;Normal;;
ayvúpe;ruidosamente;Adjetivo;Normal;;
ayvúpe, ayvuhápe;ruidosamente;Adjetivo;Normal;;
aína;durante un cierto tiempo;Adjetivo;Normal;;
aña;malévolo;Adjetivo;Normal;;
añareko;diabólico;Adjetivo;Normal;;
añaretã;infierno;Substantivo;Normal;;
añaretãgua;infernal;Adjetivo;Normal;;
añaretãmegua;infernal;Adjetivo;Normal;;
añaretãʼi;arrabal;Substantivo;Normal;;
añemboʼeuka;estudiar;Verbo;Normal;;
añemombo% hese;abalanzarse;Verbo;Normal;;
añete;seguro;Adjetivo;Normal;;
añetegua;sincero;Substantivo;Normal;;
añeteguaite;indiscutible;Adjetivo;Normal;;
añeteguaʼỹ;postizo;Adjetivo;Normal;;
añeteguáicha;verosímil;Adjetivo;Normal;;
añetehápe;en realidad;Adjetivo;Normal;;
añetejekuatiapyre;notarial;Adjetivo;Normal;;
añetete;obvio;Adjetivo;Normal;;
añeteʼeha;veraz;Adjetivo;Normal;;
añeteʼỹ;falso;Adjetivo;Normal;;
añeteʼỹhápe;falsamente;Adjetivo;Normal;;
año;a solas;Adjetivo;Normal;;
añogua;soltero;Adjetivo;Normal;;
añohapegua;soledad;Substantivo;Normal;;
añoite;solitario;Adjetivo;Normal;;
añopegua;intimidad;Substantivo;Normal;;
añuã;abrazar;Verbo;Normal;;
añykã;quijada;Substantivo;Normal;;
añónte;solamente;Adjetivo;Normal;;
aĩ;estar;Verbo;Normal;;
aʼeʼỹ;antipatía;Substantivo;Normal;;
aʼỹ;estéril;Adjetivo;Normal;;
bacteria;bacteria;Substantivo;Normal;;
barroco;barroco;Substantivo;Normal;;
carretilla;carretilla;Substantivo;Normal;;
chae;de poca categoría;Adjetivo;Normal;;
chahahã;azuzar;Verbo;Normal;;
chalái;de mala calidad;Adjetivo;Normal;;
chamame;corredor;Substantivo;Normal;;
chamíga;mujer;Substantivo;Normal;;
chamígo;amigo;Substantivo;Normal;;
changui;ventaja;Substantivo;Normal;;
chapĩ;despuntado;Adjetivo;Normal;;
chara;de lana;Adjetivo;Normal;;
charara;hacer ruido;Verbo;Normal;;
chararã;resonar;Verbo;Normal;;
chavi;raquítico;Adjetivo;Normal;;
chavurro;asno;Substantivo;Normal;;
chaʼĩ;de mala calidad;Adjetivo;Normal;;
che;me;Pronome;Normal;;
chembaʼe;mío;Pronome;Normal;;
chentese;egoísmo;Substantivo;Normal;;
chesyasy;gorrión;Substantivo;Normal;;
chichã;chinche;Substantivo;Normal;;
chichĩ;acariciarse;Verbo;Normal;;
chigua;convexo;Adjetivo;Normal;;
chikóte;látigo;Substantivo;Normal;;
chini;chirriar;Verbo;Normal;;
chinini;chirriar;Verbo;Normal;;
chiri;diarrea;Substantivo;Normal;;
chirirĩ;burbujear;Verbo;Normal;;
chivi;fluir;Verbo;Normal;;
chivivi;tener diarrea;Verbo;Normal;;
chivu;aniquilarse;Verbo;Normal;;
chiváto guasu;acacia;Substantivo;Normal;;
chiã;lloriquear;Verbo;Normal;;
chiʼi;reducido;Adjetivo;Normal;;
chiʼõ;chillar;Verbo;Normal;;
chocokue;labriego;Substantivo;Normal;;
chokokue;agricultor;Substantivo;Normal;;
chororo;borbotear;Verbo;Normal;;
chororĩ;ensortijado;Adjetivo;Normal;;
chovi;desbordar;Verbo;Normal;;
chovy;azul;Adjetivo;Normal;;
chuchu;temer;Verbo;Normal;;
chugui;pero;Advérbio / Preposição / Conjunção;Normal;;
chumbe;faja;Substantivo;Normal;;
chupe;le;Pronome;Normal;;
chure;embustero;Adjetivo;Normal;;
churi;abandonado;Adjetivo;Normal;;
churuchuchu;sedición;Substantivo;Normal;;
churugue;yesca;Substantivo;Normal;;
chuʼi;de poco valor;Adjetivo;Normal;;
chyryry;freírse;Substantivo;Normal;;
ché;yo;Pronome;Normal;;
chémane;que indica futuro y se usa con verbos de forma negativa ya no;Adjetivo;Normal;;
chéne;no;Adjetivo;Normal;;
chéve;me;Pronome;Normal;;
chúka;elegante;Adjetivo;Normal;;
chúko;elegante;Adjetivo;Normal;;
degracia;causar perjuicio grave a una persona;Verbo;Normal;;
denuka;desnucar;Verbo;Normal;;
depiesa;partir;Verbo;Normal;;
deprovécho;fructífero;Adjetivo;Normal;;
desatina;extraviarse;Verbo;Normal;;
dia;día;Substantivo;Normal;;
die;diez;Adjetivo;Normal;;
dipara;echar a correr;Verbo;Normal;;
doyto;doctor;Substantivo;Normal;;
eha;llamado;Adjetivo;Normal;;
eiraity;panal;Substantivo;Normal;;
eiratã;azúcar;Substantivo;Normal;;
eiru;abeja;Substantivo;Normal;;
ekimal;esquimal;Substantivo;Normal;;
ekueléra;escolar;Substantivo;Normal;;
ekueléro;escolar;Substantivo;Normal;;
ekuéla;escuela;Substantivo;Normal;;
ekína;rincón;Substantivo;Normal;;
eláda;escarcha;Substantivo;Normal;;
embaʼekuaa;conocimiento;Substantivo;Normal;;
embaʼekuaáva;sabio;Adjetivo;Normal;;
embaʼembyasy;afligido;Adjetivo;Normal;;
embyranga;hijastro;Substantivo;Normal;;
empanada;empanada;Substantivo;Normal;;
entéro;todos;Adjetivo;Normal;;
epináso;espinazo;Substantivo;Normal;;
erádo;enorme;Adjetivo;Normal;;
estatua;estatua;Substantivo;Normal;;
etedia;hoy;Adjetivo;Normal;;
eterei;extraordinariamente;Adjetivo;Normal;;
etiguara;vate, poeta indígena;Substantivo;Normal;;
etnología;etnología;Substantivo;Normal;;
europio;europio;Substantivo;Normal;;
eíra;miel;Substantivo;Normal;;
falta;faltar;Verbo;Normal;;
feto;feto;Substantivo;Normal;;
fifi;elegante;Adjetivo;Normal;;
folclore;folclore;Substantivo;Normal;;
folklore;folclore;Substantivo;Normal;;
forĩfo;voz nasal, paladar perforado;Substantivo;Normal;;
fusil;fusil;Substantivo;Normal;;
garupa;grupa;Substantivo;Normal;;
garámo;gramo;Substantivo;Normal;;
gi;medio;Substantivo;Normal;;
gomita;vomitar;Verbo;Normal;;
gotyo;hacia;Advérbio / Preposição / Conjunção;Normal;;
grásia;gracia;Substantivo;Normal;;
guaho;junco;Substantivo;Normal;;
guahu;aullir;Verbo;Normal;;
guahẽ;arribar;Verbo;Normal;;
guahẽmba;abalanzarse;Verbo;Normal;;
guaiguĩ;vieja;Adjetivo;Normal;;
guaiguĩngue;pájaro nocturno, urutaú;Substantivo;Normal;;
Guaira;región de Villarrica (Paraguay);Substantivo;Normal;;
guajaki;parcialidad indígena guaraní;Adjetivo;Normal;;
guaka;guacamayo;Substantivo;Normal;;
gualala;repiquetear;Verbo;Normal;;
gualambáu;instrumento musical indígena;Substantivo;Normal;;
guapo’y;especie de higuera silvestre;Substantivo;Normal;;
guapy;sentarse;Verbo;Normal;;
guapyha;butaca;Substantivo;Normal;;
